skills_text,domain_label,difficulty_level
"pipeline, Prometheus, Git, Linux, CI/CD, automation, Bash scripting, Terraform, continuous integration, continuous deployment",DevOps Engineer,Medium
"design systems, Sketch, HTML, accessibility, prototyping, teamwork, wireframing, information architecture, leadership, user flows",UI/UX Designer,Easy
"distributed training, tensorflow, TF, scikit-learn, neural networks, TensorFlow, Confluence, LSTM, machine learning",AI/ML Engineer,Medium
"error budgets, on-call, Linux, Go, capacity planning, AWS, Python, observability, Docker, Kubernetes, chaos engineering",Site Reliability Engineer,Hard
"JWT, CSS, Docker, PostgreSQL, REST API, React, leadership, teamwork, NoSQL, HTML, JavaScript, Next.js, MongoDB, Mongo, TypeScript",Full Stack Developer,Medium
"I2C, RTOS, microcontrollers, firmware, communication, Confluence, debugging, oscilloscope, C",Embedded Systems Engineer,Easy
"FreeRTOS, communication, FPGA, ARM, firmware, microcontrollers, oscilloscope, SPI, C++, C",Embedded Systems Engineer,Medium
"low-fidelity design, user research, wireframes, information architecture, interaction design, wireframing, accessibility, CSS",UI/UX Designer,Easy
"python, agile, Jupyter, numpy, Jira, A/B testing, clustering, pandas, SQL, matplotlib, feature selection",Data Scientist,Medium
"component libraries, design systems, user research, wireframing, CSS, information architecture, prototyping, Adobe XD, HTML, Confluence, Figma",UI/UX Designer,Medium
"Python, compliance, SIEM, incident response, threat intelligence, threat detection, Jira, leadership, Linux, firewalls",Cybersecurity Analyst,Medium
"oscilloscope, UART, I2C, teamwork, power optimization, microcontrollers, C, presentation, FreeRTOS, GPIO",Embedded Systems Engineer,Medium
"MongoDB, Node.js, PostgreSQL, CSS, ReactJS, HTML, GraphQL, REST API, React, CI/CD, React.js",Full Stack Developer,Medium
"Python, Linux kernel, UART, I2C, ARM, FreeRTOS, firmware, C++",Embedded Systems Engineer,Easy
"Java, leadership, C++, code review, Go, OOP, memory management, algorithms, Confluence, Git, data structures",Software Engineer,Medium
"React Native, JavaScript, Dart, Redux, Bluetooth, TypeScript, mobile UI, performance optimization, Flutter, Android",Mobile App Developer,Medium
"tensorflow, Confluence, computer vision, TensorFlow, numpy, NLP, text mining, machine learning, scikit-learn, model quantization, transformers, OpenCV, natural language processing, scrum, TF",AI/ML Engineer,Medium
"Ansible, Kubernetes, documentation, CI/CD, Prometheus, Python, monitoring, teamwork, Git",DevOps Engineer,Medium
"agile, networking, CDN, Linux, S3, VPC, Confluence, Lambda, Docker, AWS, IAM",Cloud Engineer,Medium
"Python, BDD, test planning, SQL, CI/CD, Git",QA Automation Engineer,Medium
"wireframing, user flows, user research, Figma, CSS, interaction design, Adobe XD, Sketch, design systems, prototyping",UI/UX Designer,Easy
"MongoDB, Django, documentation, server-side development, FastAPI, Redis, Flask, Python",Backend Developer,Easy
"KPI tracking, Excel, dbt, Metabase, Microsoft Power BI, reporting, pivot tables, Google Sheets, PowerBI, SQL, data cleaning, data visualization, Power BI",Data Analyst,Medium
"AWS, Linux, Lambda, serverless, Kubernetes, Terraform, S3, leadership",Cloud Engineer,Hard
"unit testing, concurrency, Confluence, Java, design patterns, Git, problem solving, presentation, SQL",Software Engineer,Medium
"MySQL, clustering, numpy, seaborn, PostgreSQL, dbt, statistics, matplotlib, SQL, Jupyter, feature selection, database queries",Data Scientist,Medium
"offline-first, Git, React Native, Firebase, cross-platform mobile, TypeScript, Android, Flutter, RN",Mobile App Developer,Medium
"GraphQL, HTML, ReactJS, Next.js, React, CSS, agile, teamwork, MongoDB, Git, React.js",Full Stack Developer,Easy
"object oriented, algorithms, teamwork, object-oriented programming, communication, OOP, SQL, design patterns, Python, system design, Git, debugging, code review",Software Engineer,Easy
"statistics, seaborn, numpy, pandas, Jira, causal inference, clustering, SQL, Jupyter",Data Scientist,Medium
"python, hypothesis testing, scikit-learn, numpy, forecasting, classification, Airflow, statistics, R",Data Scientist,Hard
"IPFS, DeFi, NFT, MEV, Substrate, cross-chain bridges, Solidity, Rust, smart contracts, Ethereum, Truffle",Blockchain Developer,Hard
"neural networks, agile, python, scikit-learn, model evaluation, CNN, model quantization",AI/ML Engineer,Medium
"Playwright, SQL, Postman, Cucumber, Python, Selenium, BDD, Pytest, Cypress",QA Automation Engineer,Medium
"Pulumi, VPC, Confluence, Linux, Google Cloud Platform, FinOps, load balancing, multi-cloud, Google Cloud, GCP, Lambda, cloud architecture, networking, scrum",Cloud Engineer,Hard
"Git, test automation, Pytest, communication, presentation, Selenium, BDD, API testing, JMeter, Postman, CI/CD, contract testing",QA Automation Engineer,Hard
"Metabase, PowerBI, Python, SQL, reporting, pivot tables, Power BI, Microsoft Power BI, data cleaning, ETL",Data Analyst,Medium
"scrum, FastAPI, server-side development, PostgreSQL, Node.js, JWT, Flask, MongoDB, presentation, Python, Python API, gRPC, SQL, fast api, REST API",Backend Developer,Medium
"Selenium WebDriver, scrum, Pytest, test automation, API testing, leadership, Selenium, Postman, chaos testing, performance testing",QA Automation Engineer,Medium
"microservices, Redux, React.js, Express, Docker, TypeScript, JavaScript, GraphQL, HTML, Next.js, ReactJS, React",Full Stack Developer,Medium
"GraphQL, WebSockets, Redux, Next.js, Docker, React, Node.js, CSS, JavaScript",Full Stack Developer,Medium
"automation, Git, Istio, Jenkins, Helm, documentation, Grafana, leadership, monitoring, K8s, Bash scripting, Kubernetes, Docker, container orchestration, CI/CD, AWS",DevOps Engineer,Hard
"service mesh, Git, pipeline, Terraform, CI/CD, FinOps, continuous deployment, communication, continuous integration, Grafana, Bash scripting",DevOps Engineer,Hard
"leadership, Kubernetes, Docker, Git, Terraform, Linux, Ansible, Jenkins, K8s, CI/CD, container orchestration",DevOps Engineer,Medium
"Spark, Apache Spark, PySpark, statistics, presentation, classification, hypothesis testing, pandas, A/B testing, seaborn, numpy",Data Scientist,Medium
"agile, automation, Grafana, monitoring, Python, CI/CD, Bash scripting, Terraform, Linux, Docker, Prometheus, communication",DevOps Engineer,Medium
"debugging, C++, UART, microcontrollers, Linux kernel, oscilloscope, bootloader development, Python",Embedded Systems Engineer,Medium
"SOC, compliance, incident response, Linux, presentation, threat detection, cryptography, vulnerability assessment",Cybersecurity Analyst,Easy
"security information and event management, cryptography, Linux, firewalls, network security, SOC, time management, teamwork, threat detection, SIEM, Python, compliance",Cybersecurity Analyst,Easy
"DAO governance, scrum, Solidity, Cosmos SDK, JavaScript, NFT, smart contracts, Truffle, Ethereum",Blockchain Developer,Medium
"cloud architecture, cost optimization, load balancing, VPC, Linux, S3, Lambda, AWS, Docker, IAM",Cloud Engineer,Medium
"seaborn, SQL, feature selection, clustering, classification, numpy, matplotlib, PostgreSQL, MySQL, database queries",Data Scientist,Easy
"GraphQL, TypeScript, React, Node.js, Next.js, Git",Full Stack Developer,Easy
"pen testing, SIEM, ethical hacking, threat detection, Python, firewalls, Wireshark, Jira, zero trust, threat intelligence, penetration testing, network security, SOC, vulnerability assessment",Cybersecurity Analyst,Medium
"scrum, Google Sheets, Tableau, reporting, SQL, Snowflake, Power BI",Data Analyst,Medium
"observability, runbooks, ELK stack, Linux, Terraform, time management",Site Reliability Engineer,Easy
"AWS, Grafana, Go, Linux, Kubernetes, SLO/SLA, runbooks",Site Reliability Engineer,Hard
"teamwork, time management, authentication, PostgreSQL, Django, REST API, Flask, Python, Docker, FastAPI",Backend Developer,Easy
"time management, forensics, network security, incident response, Linux, OWASP, Nmap, Python, firewalls, red teaming",Cybersecurity Analyst,Medium
"usability testing, teamwork, interaction design, information architecture, CSS, prototyping, design systems, user flows, user research",UI/UX Designer,Easy
"AWS, Prometheus, ELK, observability, SLO/SLA, presentation, incident management, chaos engineering, ELK stack, Elasticsearch Logstash Kibana, on-call",Site Reliability Engineer,Medium
"GCP, IAM, AWS, Amazon Web Services, EC2, Google Cloud, Lambda, presentation, Google Cloud Platform, multi-cloud, cloud security, Amazon cloud, networking",Cloud Engineer,Hard
"Python, Tableau, data visualization, dbt, Excel, pivot tables, dashboard design, ETL, reporting, SQL, KPI tracking, Snowflake",Data Analyst,Medium
"CDN, FinOps, networking, Azure, Docker, cost optimization, IAM, Lambda, EC2, AWS, GCP",Cloud Engineer,Hard
"GCP, Lambda, Azure, IAM, serverless, networking, Terraform, cloud architecture, Linux",Cloud Engineer,Medium
"data structures, code review, debugging, Confluence, Linux, documentation, algorithms, Git, system design, C++",Software Engineer,Easy
"Truffle, cryptography, IPFS, Web3.js, consensus algorithms, smart contracts, Go, Hardhat, documentation, Solidity",Blockchain Developer,Medium
"reporting, Power BI, Excel, data visualization, SQL, data cleaning, Google Sheets",Data Analyst,Easy
"ARM architecture, Linux kernel, DSP, C, firmware, C++, ARM Cortex, Python, FreeRTOS, GPIO, presentation, power optimization, ARM",Embedded Systems Engineer,Medium
"SSR, leadership, REST API, Git, Node.js, WebSockets, React, CI/CD, Express, TypeScript",Full Stack Developer,Hard
"teamwork, Flask, server-side development, Redis, agile, Python, REST API, FastAPI",Backend Developer,Easy
"RN, Flutter, offline-first, JavaScript, Git, mobile UI, Android, React Native, Redux, cross-platform mobile, Swift, Firebase",Mobile App Developer,Medium
"MongoDB, FastAPI, message queues, scrum, Git, gRPC, leadership, Django REST framework, Django, server-side development, PostgreSQL, REST API, SQL",Backend Developer,Medium
"communication, JUnit, test planning, Postman, Pact, CI/CD, test automation, Selenium, chaos testing, Jira",QA Automation Engineer,Hard
"Node.js, Django, database optimization, RabbitMQ, JWT, Python, time management, Git, REST API",Backend Developer,Hard
"message queues, Flask, Python, time management, PostgreSQL, Docker, microservices, Git, teamwork",Backend Developer,Medium
"incident management, Grafana, AWS, Prometheus, observability",Site Reliability Engineer,Medium
"IPFS, Web3.js, JavaScript, cross-chain bridges, smart contracts, smart contract language, teamwork, Solidity, Ethereum, DeFi",Blockchain Developer,Medium
"UART, Python, microcontrollers, GPIO, oscilloscope, AUTOSAR, RTOS",Embedded Systems Engineer,Medium
"React, Jira, React.js, ReactJS, Redux, Express, PostgreSQL, JavaScript, CSS, HTML, presentation, Docker",Full Stack Developer,Easy
"leadership, BDD, Jira, Playwright, Cypress, Pact, CI/CD, Python, test automation, chaos testing",QA Automation Engineer,Hard
"python, time series, feature selection, SQL, statistics, data wrangling, seaborn, regression, scikit-learn, numpy",Data Scientist,Medium
"I2C, UART, Jira, real-time operating system, debugging, RTOS, GPIO, C, firmware, Linux kernel, teamwork",Embedded Systems Engineer,Easy
"ELK, Linux, Elasticsearch Logstash Kibana, SLO/SLA, Confluence, runbooks, reliability targets, service level objectives, Kubernetes, ELK stack",Site Reliability Engineer,Medium
"presentation, SQL, server-side development, Django, time management, Node.js, Git, authentication, FastAPI, Go, REST API, MongoDB, JWT",Backend Developer,Medium
"documentation, observability, SLO/SLA, Kubernetes, on-call, Terraform, Grafana",Site Reliability Engineer,Medium
"AUTOSAR, firmware, ARM, Confluence, GPIO, communication, C++, oscilloscope, microcontrollers, Linux kernel, Python",Embedded Systems Engineer,Medium
"Linux, cryptography, presentation, documentation, Wireshark, firewalls, forensics, vulnerability assessment, threat detection",Cybersecurity Analyst,Medium
"load balancing, VPC, Linux, Terraform, Kubernetes, EC2, S3, cloud architecture",Cloud Engineer,Medium
"penetration testing, Wireshark, OWASP, threat detection, ethical hacking, SOC, threat intelligence, network security, vulnerability assessment, firewalls, red teaming, Linux, documentation, pen testing",Cybersecurity Analyst,Medium
"consensus algorithms, Go, agile, Rust, NFT, Jira, IPFS, Substrate, MEV, cryptography, cross-chain bridges, Ethereum, Solidity",Blockchain Developer,Hard
"data wrangling, statistics, classification, python, matplotlib, causal inference, seaborn, Jupyter, pandas, feature selection",Data Scientist,Medium
"time management, smart contracts, IPFS, tokenomics, cross-chain bridges, consensus algorithms, Web3.js, Ethereum, Go, Hardhat, Solidity",Blockchain Developer,Hard
"FastAPI, microservices, Python, PostgreSQL, communication, JWT, Go, Confluence, MongoDB, Git, Node.js, Docker",Backend Developer,Hard
"Sketch, prototyping, wireframing, A/B testing, service design, low-fidelity design, user research, user flows, Figma, design tokens, design systems, wireframes, usability testing, leadership",UI/UX Designer,Hard
"Web3.js, Solidity, DAO governance, smart contract language, Ethereum, IPFS, cryptography, Hardhat, smart contracts",Blockchain Developer,Medium
"Google Flutter, iOS, Flutter, Android, mobile UI, Redux, Git, Flutter/Dart",Mobile App Developer,Easy
"object oriented, OOP, performance profiling, Git, system design, debugging, unit testing, design patterns, Java, object-oriented programming, data structures, algorithms",Software Engineer,Medium
"CDN, Kubernetes, communication, Lambda, AWS, Azure, time management, cloud architecture, EC2, Terraform, Linux, IAM",Cloud Engineer,Medium
"debugging, Git, system design, data structures, communication, Java, SQL",Software Engineer,Easy
"on-call, ELK stack, Python, SLO/SLA, documentation, Git",Site Reliability Engineer,Easy
